Rank,Word,Part-of-speech,frequency,Dispersion,Normalization
627,term,n,62962,0.94,0.00263627509446876
639,Congress,n,62841,0.92,0.00263078351655234
614,chance,n,62682,0.97,0.00262356731086053
674,behavior,n,62625,0.88,0.00262098036919742
619,summer,n,62503,0.96,0.00261544340633955
640,floor,n,62458,0.92,0.00261340108397394
642,material,n,62440,0.92,0.0026125841550277
626,opportunity,n,62422,0.95,0.00261176722608146
620,less,d,62154,0.96,0.00259960406177072
636,administration,n,62071,0.93,0.00259583711162971
621,realize,v,61732,0.97,0.00258045161647546
670,subject,n,61397,0.90,0.00256524766108704
622,hundred,m,61266,0.97,0.00255930223375605
653,current,j,61252,0.92,0.00255866684457564
644,well,i,61219,0.93,0.00255716914150752
634,rule,n,61062,0.95,0.00255004370569862
646,economy,n,60990,0.93,0.00254677598991365
632,place,v,60927,0.96,0.0025439167386018
650,close,v,60884,0.93,0.00254196518611911
637,south,n,60630,0.96,0.00253043741098878
631,choice,n,60487,0.97,0.00252394736436029
628,short,j,60451,0.98,0.00252231350646781
660,increase,v,60442,0.93,0.00252190504199469
652,risk,n,60432,0.94,0.00252145119258011
635,daughter,n,60424,0.96,0.00252108811304844
629,letter,n,60369,0.98,0.00251859194126825
684,bed,n,60304,0.90,0.00251564192007349
638,husband,n,60126,0.96,0.00250756340049397
633,single,j,60072,0.97,0.00250511261365524
676,performance,n,59909,0.92,0.00249771486819759
664,certainly,r,59739,0.93,0.00248999942814974
663,myself,p,59716,0.93,0.0024889555744962
658,defense,n,59701,0.94,0.00248827480037433
645,call,n,59543,0.96,0.00248110397962398
657,involve,v,59542,0.94,0.00248105859468252
649,church,n,59466,0.96,0.00247760933913171
669,per,i,59432,0.93,0.00247606625112214
647,medical,j,59424,0.96,0.00247570317159048
654,fire,n,59386,0.95,0.00247397854381508
666,sport,n,59006,0.94,0.00245673226606105
662,bank,n,58992,0.94,0.00245609687688064
656,wrong,j,58988,0.95,0.00245591533711481
720,significant,j,58947,0.88,0.00245405455451503
661,security,n,58914,0.95,0.00245255685144692
688,represent,v,58744,0.92,0.00244484141139906
682,goal,n,58728,0.93,0.00244411525233574
648,hospital,n,58669,0.97,0.00244143754078972
668,seek,v,58495,0.94,0.00243354056097603
667,board,n,58436,0.95,0.00243086284943001
651,thousand,m,58307,0.97,0.00242500819198193
686,author,n,58300,0.93,0.00242469049739173
659,anyone,p,58274,0.96,0.00242351048891382
665,west,n,58169,0.95,0.00241874507006073
655,future,n,58020,0.97,0.0024119827137835
697,nature,n,57929,0.92,0.00240785268411082
678,throw,v,57784,0.95,0.00240127186759942
679,top,n,57743,0.95,0.00239941108499964
671,officer,n,57617,0.96,0.00239369258237594
730,factor,n,57612,0.89,0.00239346565766865
690,foreign,j,57540,0.94,0.00239019794188367
675,deal,v,57462,0.96,0.00238665791644995
672,private,j,57248,0.96,0.00237694553897795
689,focus,v,57177,0.94,0.00237372320813443
745,thus,r,57039,0.87,0.00236746008621324
694,upon,i,57033,0.94,0.00236718777656449
702,reduce,v,57029,0.93,0.00236700623679865
704,note,v,57025,0.93,0.00236682469703282
698,color,n,56978,0.94,0.0023646916047843
695,agency,n,56954,0.94,0.00236360236618931
687,fill,v,56915,0.95,0.00236183235347245
677,fight,v,56886,0.96,0.00236051619017017
703,sound,n,56828,0.94,0.0023578838635656
673,rest,n,56714,0.97,0.0023527099802394
681,past,j,56588,0.96,0.00234699147761569
685,order,n,56483,0.96,0.00234222605876261
680,quickly,r,56454,0.97,0.00234090989546033
691,drop,v,56448,0.95,0.00234063758581158
693,blood,n,56351,0.95,0.00233623524649016
726,response,n,56342,0.91,0.00233582678201703
708,movement,n,56201,0.94,0.00232942750527146
701,store,n,56147,0.95,0.00232697671843273
696,push,v,56103,0.95,0.00232497978100858
683,second,n,56022,0.97,0.00232130360075049
700,recently,r,55992,0.95,0.00231994205250675
713,common,j,55940,0.93,0.00231758203555093
709,page,n,55937,0.94,0.00231744588072656
721,similar,j,55901,0.92,0.00231581202283407
692,plan,v,55829,0.96,0.0023125443070491
723,language,n,55799,0.92,0.00231118275880536
712,than,i,55719,0.94,0.00230755196348872
706,before,r,55608,0.95,0.00230251423498689
716,natural,j,55526,0.94,0.00229879266978734
718,concern,n,55203,0.94,0.00228413333369641
705,fine,j,55174,0.96,0.00228281717039413
727,dead,j,55111,0.93,0.00227995791908228
732,article,n,54871,0.93,0.00226906553313237
707,near,i,54869,0.96,0.00226897476324945
717,race,n,54838,0.95,0.00226756783006426
827,PM,r,54765,0.82,0.00226425472933782
763,individual,n,54738,0.89,0.00226302933591846
833,ok,r,54697,0.82,0.00226116855331868
699,no,r,54602,0.98,0.00225685698388018
722,hot,j,54601,0.95,0.00225681159893872
719,series,n,54549,0.95,0.0022544515819829
710,enter,v,54479,0.96,0.00225127463608085
715,other,p,54372,0.96,0.00224641844734484
737,artist,n,54353,0.92,0.00224555613345714
740,stock,n,54305,0.91,0.00224337765626716
711,share,v,54010,0.97,0.00222998909853706
751,approach,n,53980,0.91,0.00222862755029332
755,fund,n,53859,0.91,0.00222313597237691
814,analysis,n,53840,0.85,0.00222227365848921
714,poor,j,53820,0.97,0.00222136595966005
731,decade,n,53727,0.95,0.00221714516010446
724,each,p,53663,0.96,0.00221424052385115
780,cup,n,53633,0.89,0.00221287897560741
728,rise,v,53542,0.95,0.00220874894593473
771,identify,v,53484,0.90,0.00220611661933017
725,usually,r,53477,0.96,0.00220579892473997
770,resource,n,53398,0.90,0.00220221351436479
746,treatment,n,53390,0.92,0.00220185043483312
786,indicate,v,53215,0.89,0.00219390807007798
729,animal,n,53127,0.96,0.00218991419522968
733,shoot,v,53038,0.95,0.00218587493543992
734,east,n,53010,0.95,0.0021846041570791
793,herself,p,52915,0.89,0.00218029258764059
757,occur,v,52768,0.93,0.00217362100124627
749,exactly,r,52685,0.93,0.00216985405110526
743,central,j,52501,0.94,0.00216150322187699
754,dog,n,52347,0.94,0.00215451394089247
765,quality,n,52224,0.93,0.00214893159309314
774,determine,v,52130,0.92,0.00214466540859609
741,career,n,52101,0.95,0.00214334924529381
735,save,v,52067,0.97,0.00214180615728424
736,seven,m,52011,0.97,0.00213926460056259
738,away,i,52005,0.96,0.00213899229091384
753,size,n,51868,0.95,0.0021327745539341
758,media,n,51798,0.94,0.00212959760803205
748,happy,j,51669,0.95,0.00212374295058397
752,lie,v,51657,0.95,0.00212319833128647
742,despite,i,51526,0.96,0.00211725290395548
761,thought,n,51509,0.95,0.00211648135995069
783,ability,n,51476,0.93,0.00211498365688258
804,physical,j,51451,0.90,0.00211384903334613
802,election,n,51322,0.91,0.00210799437589805
739,scene,n,51248,0.97,0.00210463589023017
776,disease,n,51211,0.94,0.00210295664739622
822,environmental,j,51192,0.88,0.00210209433350852
803,everybody,p,51147,0.91,0.00210005201114291
779,argue,v,51013,0.94,0.00209397042898754
794,region,n,50914,0.93,0.00208947731978321
788,growth,n,50904,0.93,0.00208902347036863
792,attack,n,50898,0.93,0.00208875116071988
791,wonder,v,50875,0.93,0.00208770730706634
744,eight,m,50871,0.97,0.00208752576730051
759,ready,j,50833,0.96,0.00208580113952511
769,hard,r,50793,0.95,0.00208398574186679
766,pressure,n,50773,0.96,0.00208307804303763
747,beyond,i,50742,0.97,0.00208167110985244
762,list,n,50678,0.96,0.00207876647359913
750,protect,v,50649,0.97,0.00207745031029684
790,degree,n,50612,0.94,0.0020757710674629
764,simple,j,50583,0.96,0.00207445490416062
778,success,n,50541,0.95,0.00207254873661938
772,left,j,50479,0.95,0.00206973487024899
825,skill,n,50431,0.90,0.00206755639305901
799,pretty,r,50385,0.93,0.00206546868575194
842,knowledge,n,50335,0.88,0.00206319943867904
781,particularly,r,50329,0.95,0.0020629271290303
756,serious,j,50285,0.97,0.00206093019160615
777,whatever,d,50200,0.96,0.00205707247158222
784,staff,n,50177,0.95,0.00205602861792869
760,sign,n,50045,0.98,0.00205003780565623
785,recognize,v,50042,0.95,0.00204990165083186
798,training,n,49997,0.93,0.00204785932846625
768,answer,n,49969,0.97,0.00204658855010543
767,accept,v,49952,0.97,0.00204581700610064
782,amount,n,49944,0.95,0.00204545392656898
773,meeting,n,49916,0.96,0.00204418314820816
808,standard,n,49876,0.93,0.00204236775054984
821,section,n,49764,0.91,0.00203728463710655
789,loss,n,49759,0.95,0.00203705771239926
800,trade,n,49696,0.94,0.0020341984610874
823,glass,n,49686,0.91,0.00203374461167283
795,television,n,49673,0.95,0.00203315460743387
796,box,n,49667,0.95,0.00203288229778512
820,present,v,49659,0.92,0.00203251921825346
806,general,j,49657,0.93,0.00203242844837054
787,character,n,49530,0.96,0.00202666456080538
797,TV,n,49438,0.95,0.00202248914619125
805,lay,v,49358,0.94,0.00201885835087461
775,prepare,v,49208,0.98,0.00201205060965592
847,strategy,n,49126,0.90,0.00200832904445637
809,bill,n,49011,0.94,0.0020031097761887
801,deal,n,48975,0.95,0.00200147591829621
837,design,n,48605,0.92,0.00198468348995677
815,benefit,n,48594,0.94,0.00198418425560073
864,laugh,v,48567,0.89,0.00198295886218136
826,sister,n,48183,0.94,0.00196553104466151
834,compare,v,48094,0.93,0.00196149178487175
865,guess,v,48046,0.90,0.00195931330768176
831,crime,n,48010,0.93,0.00195767944978928
846,state,v,47977,0.93,0.00195618174672117
818,forward,r,47877,0.95,0.00195164325257537
819,lawyer,n,47853,0.95,0.00195055401398038
817,sex,n,47827,0.95,0.00194937400550247
858,environment,n,47807,0.91,0.00194846630667331
830,financial,j,47803,0.94,0.00194828476690748
824,answer,v,47661,0.95,0.00194184010522045
845,blue,j,47622,0.93,0.00194007009250359
860,dark,j,47565,0.91,0.00193748315084048
913,tonight,r,47549,0.87,0.00193675699177716
810,message,n,47533,0.97,0.00193603083271383
811,fail,v,47503,0.97,0.00193466928447009
859,leg,n,47477,0.91,0.00193348927599218
813,arrive,v,47435,0.97,0.00193158310845095
816,name,v,47375,0.97,0.00192886001196347
807,feeling,n,47349,0.98,0.00192768000348556
866,executive,n,47338,0.91,0.00192718076912953
835,authority,n,47309,0.94,0.00192586460582725
843,gun,n,47305,0.94,0.00192568306606141
856,democratic,j,47299,0.92,0.00192541075641267
829,operation,n,47276,0.95,0.00192436690275913
855,example,n,47134,0.93,0.0019179222410721
838,sort,n,47086,0.95,0.00191574376388212
906,Democrat,n,46905,0.88,0.00190752908947823
850,discuss,v,46852,0.94,0.00190512368758096
841,ten,m,46827,0.95,0.00190398906404451
862,various,j,46777,0.92,0.00190171981697161
870,hang,v,46632,0.92,0.0018951390004602
812,outside,i,46628,0.98,0.00189495746069437
828,professor,n,46575,0.97,0.0018925520587971
836,miss,v,46525,0.96,0.0018902828117242
887,religious,j,46425,0.91,0.0018857443175784
832,stage,n,46346,0.97,0.00188215890720323
844,station,n,46299,0.96,0.0018800258149547
880,manager,n,46187,0.93,0.00187494270151141
851,indeed,r,46184,0.95,0.00187480654668704
873,design,v,45946,0.94,0.00186400493062004
899,establish,v,45921,0.91,0.00186287030708359
849,clearly,r,45912,0.96,0.00186246184261047
857,check,v,45760,0.95,0.00185556333150886
892,science,n,45726,0.92,0.00185402024349929
861,public,n,45684,0.95,0.00185211407595805
934,cultural,j,45673,0.87,0.00185161484160202
840,act,v,45648,0.98,0.00185048021806557
839,one,n,45596,0.98,0.00184812020110975
876,since,i,45591,0.94,0.00184789327640246
875,forget,v,45571,0.94,0.0018469855775733
921,theory,n,45553,0.90,0.00184616864862706
848,little,d,45469,0.97,0.00184235631354459
854,song,n,45352,0.96,0.00183704627539401
883,sound,v,45311,0.94,0.00183518549279423
872,rock,n,45225,0.95,0.00183128238782885
945,shake,v,45160,0.87,0.00182833236663408
853,truth,n,45155,0.97,0.00182810544192679
885,network,n,45122,0.94,0.00182660773885868
867,set,n,45121,0.96,0.00182656235391722
909,management,n,45112,0.92,0.0018261538894441
916,no,u,44951,0.91,0.00181884691386937
863,rather,r,44934,0.96,0.00181807536986458
852,force,v,44931,0.97,0.00181793921504021
868,study,v,44897,0.96,0.00181639612703064
898,cell,n,44831,0.94,0.00181340072089441
886,legal,j,44820,0.95,0.00181290148653837
900,nice,j,44792,0.93,0.00181163070817755
878,note,n,44720,0.96,0.00180836299239258
905,firm,n,44704,0.93,0.00180763683332925
879,remove,v,44683,0.96,0.00180668374955863
893,green,j,44673,0.94,0.00180622990014405
888,cold,j,44649,0.95,0.00180514066154906
889,form,v,44646,0.95,0.00180500450672469
901,trial,n,44489,0.94,0.00179787907091579
897,seat,n,44404,0.95,0.00179402135089186
874,enough,d,44378,0.97,0.00179284134241395
869,prove,v,44304,0.97,0.00178948285674606
877,claim,v,44259,0.97,0.00178744053438045
896,above,i,44130,0.95,0.00178158587693238
904,spring,n,44085,0.95,0.00177954355456677
884,enjoy,v,44020,0.97,0.001776593533372
871,entire,j,43997,0.98,0.00177554967971847
943,measure,n,43938,0.90,0.00177287196817245
902,expert,n,43898,0.95,0.00177105657051413
922,impact,n,43782,0.93,0.00176579191730501
881,help,n,43721,0.98,0.00176302343587607
891,main,j,43707,0.97,0.00176238804669566
928,traditional,j,43681,0.92,0.00176120803821775
953,structure,n,43638,0.90,0.00175925648573506
895,card,n,43605,0.96,0.00175775878266695
890,final,j,43589,0.97,0.00175703262360362
882,close,j,43568,0.98,0.001756079539833
929,onto,i,43538,0.92,0.00175471799158926
894,memory,n,43531,0.97,0.00175440029699906
915,ball,n,43512,0.94,0.00175353798311136
925,maintain,v,43493,0.93,0.00175267566922365
912,imagine,v,43487,0.95,0.00175240335957491
919,yourself,p,43401,0.94,0.00174850025460952
958,suddenly,r,43382,0.90,0.00174763794072182
903,that,r,43359,0.96,0.00174659408706829
920,talk,n,43267,0.94,0.00174241867245415
949,chair,n,43256,0.91,0.00174191943809812
960,candidate,n,43251,0.90,0.00174169251339083
932,weapon,n,43158,0.93,0.00173747171383524
907,radio,n,43156,0.96,0.00173738094395232
918,finish,v,43143,0.95,0.00173679093971337
910,care,v,42978,0.96,0.0017293024243728
908,visit,v,42941,0.96,0.00172762318153886
924,statement,n,42941,0.94,0.00172762318153886
911,avoid,v,42890,0.96,0.0017253085495245
989,shoulder,n,42843,0.89,0.00172317545727598
917,close,r,42826,0.95,0.00172240391327119
933,employee,n,42824,0.93,0.00172231314338828
1001,method,n,42667,0.88,0.00171518770757938
930,reveal,v,42605,0.94,0.00171237384120898
914,huge,j,42582,0.96,0.00171132998755545
935,contain,v,42542,0.94,0.00170951458989713
927,popular,j,42399,0.95,0.00170302454326864
982,specific,j,42397,0.90,0.00170293377338573
941,apply,v,42391,0.93,0.00170266146373698
926,charge,n,42353,0.95,0.00170093683596158
981,individual,j,42325,0.90,0.00169966605760075
951,particular,j,42291,0.93,0.00169812296959118
936,peace,n,42273,0.94,0.00169730604064494
990,institution,n,42153,0.90,0.00169185984766998
923,respond,v,42139,0.96,0.00169122445848957
962,production,n,42052,0.93,0.00168727596858273
957,weight,n,41919,0.93,0.00168123977136882
956,bit,n,41915,0.93,0.00168105823160299
1009,sexual,j,41865,0.89,0.00167878898453009
938,control,v,41771,0.95,0.00167452280003304
954,politics,n,41758,0.94,0.00167393279579409
955,perform,v,41667,0.94,0.00166980276612141
942,play,n,41662,0.95,0.00166957584141412
937,head,v,41658,0.95,0.00166939430164829
1003,somebody,p,41639,0.90,0.00166853198776059
947,interview,n,41594,0.95,0.00166648966539498
976,rather,i,41558,0.93,0.00166485580750249
966,affect,v,41496,0.93,0.0016620419411321
950,fish,n,41488,0.95,0.00166167886160044
961,top,j,41484,0.94,0.0016614973218346
1072,smile,v,41473,0.85,0.00166099808747857
1107,participant,n,41462,0.81,0.00166049885312253
946,fly,v,41373,0.95,0.00165645959333277
940,pain,n,41350,0.96,0.00165541573967924
974,range,n,41326,0.93,0.00165432650108425
931,direction,n,41280,0.97,0.00165223879377718
944,wide,j,41233,0.96,0.00165010570152866
952,camera,n,41218,0.95,0.00164942492740679
939,base,n,41154,0.96,0.00164652029115348
969,unit,n,41087,0.94,0.00164347950007579
980,edge,n,40960,0.94,0.00163771561251063
971,style,n,40889,0.94,0.00163449328166712
965,evening,n,40881,0.95,0.00163413020213545
967,inside,i,40856,0.95,0.001632995578599
1046,finger,n,40842,0.88,0.00163236018941859
985,necessary,j,40776,0.93,0.00162936478328237
1036,coach,n,40716,0.90,0.00162664168679489
972,adult,n,40705,0.95,0.00162614245243885
1007,reflect,v,40687,0.92,0.00162532552349261
968,conference,n,40643,0.95,0.00162332858606846
1030,commercial,j,40608,0.90,0.00162174011311743
1038,Mrs,n,40545,0.90,0.00161888086180558
948,manage,v,40536,0.97,0.00161847239733245
959,discover,v,40489,0.97,0.00161633930508393
964,trip,n,40423,0.96,0.00161334389894771
991,middle,j,40402,0.94,0.00161239081517709
1020,pattern,n,40397,0.91,0.0016121638904698
987,challenge,n,40380,0.94,0.00161139234646501
1012,heat,n,40363,0.92,0.00161062080246023
1077,break,n,40348,0.86,0.00160994002833836
1034,item,n,40336,0.91,0.00160939540904086
963,treat,v,40264,0.97,0.00160612769325589
998,improve,v,40214,0.94,0.00160385844618299
973,worry,v,40210,0.96,0.00160367690641716
1065,mouth,n,40200,0.88,0.00160322305700258
999,stuff,n,40180,0.94,0.00160231535817342
986,throughout,i,40170,0.95,0.00160186150875884
978,deep,j,40126,0.96,0.00159986457133469
1018,purpose,n,40084,0.92,0.00159795840379346
995,beautiful,j,40052,0.94,0.0015965060856668
996,property,n,40027,0.94,0.00159537146213035
1011,bag,n,40007,0.93,0.00159446376330119
977,far,j,39967,0.96,0.00159264836564287
970,best,r,39959,0.97,0.00159228528611121
1022,skin,n,39893,0.92,0.00158928987997498
994,bar,n,39853,0.95,0.00158747448231667
975,mention,v,39815,0.97,0.00158574985454126
1031,address,v,39774,0.92,0.00158388907194149
1028,ahead,r,39705,0.92,0.00158075751098089
983,writer,n,39666,0.96,0.00157898749826403
984,trouble,n,39659,0.96,0.00157866980367382
1005,hotel,n,39642,0.95,0.00157789825966903
1027,down,i,39633,0.93,0.00157748979519591
1045,discussion,n,39616,0.91,0.00157671825119113
993,dream,n,39613,0.96,0.00157658209636675
1015,tough,j,39600,0.94,0.0015759920921278
979,past,n,39559,0.97,0.00157413130952802
1006,soldier,n,39552,0.95,0.00157381361493782
992,sea,n,39516,0.96,0.00157217975704533
1024,owner,n,39492,0.93,0.00157109051845034
1082,vote,n,39464,0.88,0.00156981974008952
1002,sign,v,39418,0.95,0.00156773203278245
1032,cancer,n,39407,0.93,0.00156723279842641
1017,surface,n,39367,0.94,0.00156541740076809
1037,step,v,39356,0.93,0.00156491816641206
1019,exist,v,39341,0.94,0.00156423739229019
1055,kitchen,n,39332,0.91,0.00156382892781707
1053,positive,j,39310,0.91,0.00156283045910499
1074,score,n,39294,0.89,0.00156210430004166
1134,stare,v,39266,0.83,0.00156083352168084
1060,painting,n,39264,0.91,0.00156074275179792
1039,yard,n,39253,0.93,0.00156024351744189
1051,task,n,39209,0.91,0.00155824658001774
